TransactionID,AccountID,TransactionAmount,Transaction Date,TransactionType,Location,DeviceID,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Previous Transaction Date
Tx000506,Ac00095,68,25-09-2023,Credit,Fresno,D000589,M026,Online,40,Doctor,189,1,9895,04-11-2024
Tx000507,Ac00327,493,14-03-2023,Debit,Baltimore,D000474,M039,Branch,39,Engineer,111,1,2233,04-11-2024
Tx000508,Ac00491,38,14-06-2023,Debit,El Paso,D000422,M048,Atm,57,Retired,42,1,7740,04-11-2024
Tx000509,Ac00353,127,26-04-2023,Credit,Nashville,D000024,M015,Branch,19,Student,68,5,431,04-11-2024
Tx000510,Ac00266,97,15-09-2023,Debit,Sacramento,D000295,M005,Atm,59,Retired,53,1,6045,04-11-2024
Tx000511,Ac00167,448,16-03-2023,Debit,Atlanta,D000452,M031,Atm,25,Student,161,1,922,04-11-2024
Tx000512,Ac00153,1116,01-05-2023,Debit,San Diego,D000633,M057,Atm,51,Engineer,55,1,448,04-11-2024
Tx000513,Ac00012,9,18-09-2023,Debit,Las Vegas,D000309,M037,Online,48,Doctor,273,1,10778,04-11-2024
Tx000514,Ac00469,66,05-06-2023,Debit,Miami,D000649,M039,Online,41,Engineer,82,1,7514,04-11-2024
Tx000515,Ac00127,540,06-04-2023,Debit,San Francisco,D000632,M064,Online,46,Engineer,177,1,2051,04-11-2024
Tx000516,Ac00480,364,21-02-2023,Debit,Kansas City,D000131,M068,Atm,63,Retired,142,1,1039,04-11-2024
Tx000517,Ac00092,65,18-01-2023,Credit,Detroit,D000165,M043,Branch,51,Retired,72,1,6855,04-11-2024
Tx000518,Ac00122,358,14-02-2023,Debit,Boston,D000650,M028,Atm,18,Student,157,1,620,04-11-2024
Tx000519,Ac00067,167,10-04-2023,Debit,San Antonio,D000002,M036,Branch,30,Doctor,84,1,11321,04-11-2024
Tx000520,Ac00014,122,18-01-2023,Debit,Chicago,D000264,M015,Branch,60,Doctor,133,1,14511,04-11-2024
Tx000521,Ac00098,138,26-06-2023,Debit,Louisville,D000218,M067,Online,54,Engineer,70,1,5104,04-11-2024
Tx000522,Ac00345,535,11-12-2023,Debit,Oklahoma City,D000354,M007,Online,55,Doctor,45,1,13794,04-11-2024
Tx000523,Ac00360,464,05-12-2023,Debit,Mesa,D000533,M010,Online,50,Engineer,199,1,2403,04-11-2024
Tx000524,Ac00043,320,13-03-2023,Debit,Milwaukee,D000141,M021,Online,60,Retired,96,1,3076,04-11-2024
Tx000525,Ac00295,215,31-01-2023,Debit,Albuquerque,D000038,M038,Online,28,Student,52,1,7835,04-11-2024
Tx000526,Ac00313,660,15-05-2023,Debit,Nashville,D000462,M053,Branch,20,Student,84,1,414,04-11-2024
Tx000527,Ac00173,346,12-10-2023,Debit,Raleigh,D000417,M099,Branch,40,Engineer,135,1,6117,04-11-2024
Tx000528,Ac00364,144,26-06-2023,Debit,Philadelphia,D000432,M096,Atm,71,Retired,80,1,6068,04-11-2024
Tx000529,Ac00339,43,16-10-2023,Debit,Seattle,D000034,M013,Branch,53,Engineer,29,1,7341,04-11-2024
Tx000530,Ac00265,1063,31-03-2023,Credit,Omaha,D000029,M070,Online,21,Student,128,1,1241,04-11-2024
Tx000531,Ac00369,542,17-01-2023,Debit,Mesa,D000558,M098,Atm,22,Student,125,1,1454,04-11-2024
Tx000532,Ac00033,41,11-08-2023,Debit,Columbus,D000380,M096,Branch,26,Student,63,1,1477,04-11-2024
Tx000533,Ac00077,120,13-02-2023,Debit,Milwaukee,D000570,M087,Branch,18,Student,131,2,1943,04-11-2024
Tx000534,Ac00437,499,28-08-2023,Debit,Miami,D000690,M036,Online,28,Student,244,1,1720,04-11-2024
Tx000535,Ac00152,227,05-12-2023,Debit,El Paso,D000350,M074,Atm,53,Doctor,220,1,833,04-11-2024
Tx000536,Ac00161,1183,27-03-2023,Debit,Tucson,D000673,M050,Online,30,Engineer,34,1,7696,04-11-2024
Tx000537,Ac00125,57,11-12-2023,Credit,Charlotte,D000542,M043,Online,76,Retired,74,1,7005,04-11-2024
Tx000538,Ac00311,630,11-12-2023,Debit,Colorado Springs,D000198,M056,Atm,68,Retired,159,1,6386,04-11-2024
Tx000539,Ac00183,59,17-07-2023,Debit,Chicago,D000479,M002,Online,35,Engineer,176,1,5472,04-11-2024
Tx000540,Ac00407,187,13-06-2023,Debit,New York,D000546,M015,Branch,30,Engineer,54,1,8602,04-11-2024
Tx000541,Ac00093,230,29-12-2023,Debit,Mesa,D000401,M003,Online,19,Student,179,1,163,04-11-2024
Tx000542,Ac00314,65,25-04-2023,Credit,Seattle,D000434,M066,Online,44,Engineer,159,1,9371,04-11-2024
Tx000543,Ac00467,457,28-02-2023,Credit,Nashville,D000278,M033,Online,55,Engineer,63,1,8571,04-11-2024
Tx000544,Ac00316,552,25-05-2023,Credit,Chicago,D000061,M048,Atm,44,Engineer,100,1,522,04-11-2024
Tx000545,Ac00145,377,30-11-2023,Debit,Houston,D000321,M049,Atm,34,Engineer,61,1,837,04-11-2024
Tx000546,Ac00045,205,14-08-2023,Credit,San Diego,D000094,M013,Branch,18,Student,179,1,365,04-11-2024
Tx000547,Ac00005,420,11-09-2023,Debit,Washington,D000677,M002,Branch,35,Doctor,144,1,8557,04-11-2024
Tx000548,Ac00456,97,17-05-2023,Debit,Fort Worth,D000164,M052,Atm,24,Student,202,4,1580,04-11-2024
Tx000549,Ac00041,125,10-04-2023,Debit,Charlotte,D000037,M025,Branch,27,Student,171,1,129,04-11-2024
Tx000550,Ac00257,74,05-05-2023,Debit,Charlotte,D000611,M015,Online,39,Doctor,34,1,6474,04-11-2024
Tx000551,Ac00356,77,02-01-2023,Debit,Raleigh,D000403,M047,Online,21,Student,169,1,1380,04-11-2024
Tx000552,Ac00465,106,19-01-2023,Debit,Phoenix,D000673,M098,Atm,56,Doctor,277,4,7488,04-11-2024
Tx000553,Ac00158,246,14-04-2023,Debit,Fresno,D000096,M054,Branch,54,Engineer,172,1,7987,04-11-2024
Tx000554,Ac00086,622,06-06-2023,Debit,Indianapolis,D000680,M100,Atm,64,Doctor,125,1,7322,04-11-2024
Tx000555,Ac00322,44,11-12-2023,Debit,Omaha,D000631,M011,Atm,34,Doctor,145,1,9929,04-11-2024
Tx000556,Ac00433,1283,03-04-2023,Debit,Austin,D000388,M070,Branch,19,Student,68,1,1831,04-11-2024
Tx000557,Ac00083,2,15-05-2023,Credit,Detroit,D000271,M012,Atm,33,Engineer,28,1,3012,04-11-2024
Tx000558,Ac00402,771,01-01-2024,Debit,Jacksonville,D000119,M016,Online,31,Doctor,137,1,7199,04-11-2024
Tx000559,Ac00317,260,05-07-2023,Debit,Austin,D000404,M065,Branch,63,Doctor,113,1,10980,04-11-2024
Tx000560,Ac00030,356,28-02-2023,Credit,Fort Worth,D000441,M043,Branch,26,Student,187,1,868,04-11-2024
Tx000561,Ac00114,27,25-10-2023,Credit,Virginia Beach,D000046,M004,Branch,80,Retired,39,1,3773,04-11-2024
Tx000562,Ac00301,120,06-03-2023,Debit,Tucson,D000013,M004,Atm,67,Doctor,60,1,6698,04-11-2024
Tx000563,Ac00216,106,19-12-2023,Debit,Virginia Beach,D000485,M003,Online,37,Doctor,281,1,9411,04-11-2024
Tx000564,Ac00223,12,13-02-2023,Debit,Fort Worth,D000535,M053,Online,37,Engineer,58,1,6213,04-11-2024
Tx000565,Ac00413,366,15-11-2023,Debit,Houston,D000051,M045,Branch,21,Student,115,2,369,04-11-2024
Tx000566,Ac00086,29,27-01-2023,Credit,Baltimore,D000053,M064,Branch,28,Student,63,1,1663,04-11-2024
Tx000567,Ac00216,320,15-02-2023,Debit,Denver,D000589,M083,Atm,60,Doctor,148,1,712,04-11-2024
Tx000568,Ac00240,350,26-07-2023,Credit,Los Angeles,D000182,M048,Online,75,Retired,38,1,2403,04-11-2024
Tx000569,Ac00298,164,24-03-2023,Credit,Virginia Beach,D000352,M041,Branch,52,Retired,73,1,5957,04-11-2024
Tx000570,Ac00460,171,03-08-2023,Debit,Oklahoma City,D000140,M089,Branch,24,Student,58,1,801,04-11-2024
Tx000571,Ac00424,262,06-02-2023,Credit,Baltimore,D000006,M080,Atm,40,Engineer,136,1,5712,04-11-2024
Tx000572,Ac00434,41,13-07-2023,Debit,Albuquerque,D000422,M027,Online,24,Student,13,1,928,04-11-2024
Tx000573,Ac00471,121,24-04-2023,Credit,Sacramento,D000244,M062,Branch,52,Engineer,243,1,7365,04-11-2024
Tx000574,Ac00461,350,21-03-2023,Debit,Nashville,D000079,M023,Branch,51,Retired,165,1,5839,04-11-2024
Tx000575,Ac00188,220,08-12-2023,Credit,El Paso,D000574,M059,Online,26,Engineer,155,1,5117,04-11-2024
Tx000576,Ac00013,33,04-09-2023,Debit,Seattle,D000617,M003,Atm,72,Retired,111,1,3641,04-11-2024
Tx000577,Ac00345,105,20-02-2023,Debit,Denver,D000531,M039,Atm,70,Doctor,223,1,1352,04-11-2024
Tx000578,Ac00013,246,07-08-2023,Debit,Fresno,D000102,M058,Online,29,Doctor,141,1,7300,04-11-2024
Tx000579,Ac00296,49,27-12-2023,Debit,Dallas,D000645,M049,Atm,19,Student,176,1,1504,04-11-2024
Tx000580,Ac00192,332,08-12-2023,Debit,Charlotte,D000101,M038,Atm,69,Retired,17,1,5943,04-11-2024
Tx000581,Ac00378,118,27-04-2023,Debit,Memphis,D000023,M071,Online,54,Engineer,167,1,896,04-11-2024
Tx000582,Ac00205,85,31-10-2023,Credit,Las Vegas,D000560,M004,Branch,67,Doctor,10,1,5669,04-11-2024
Tx000583,Ac00475,296,19-04-2023,Debit,Jacksonville,D000225,M021,Online,21,Student,82,1,1062,04-11-2024
Tx000584,Ac00022,514,14-12-2023,Debit,Philadelphia,D000478,M017,Branch,25,Student,160,1,1593,04-11-2024
Tx000585,Ac00150,992,02-06-2023,Debit,San Antonio,D000205,M007,Atm,43,Doctor,169,1,6216,04-11-2024
Tx000586,Ac00362,95,27-02-2023,Debit,Washington,D000270,M085,Online,39,Doctor,34,1,6172,04-11-2024
Tx000587,Ac00170,80,01-12-2023,Debit,Columbus,D000483,M014,Branch,59,Retired,157,1,5988,04-11-2024
Tx000588,Ac00429,54,04-01-2023,Debit,Virginia Beach,D000353,M042,Online,68,Doctor,37,1,14783,04-11-2024
Tx000589,Ac00418,179,31-07-2023,Credit,Dallas,D000101,M026,Branch,76,Retired,93,4,4708,04-11-2024
Tx000590,Ac00144,519,19-06-2023,Debit,Kansas City,D000100,M038,Online,22,Student,82,1,1806,04-11-2024
Tx000591,Ac00449,11,23-10-2023,Debit,Louisville,D000484,M081,Online,54,Doctor,161,1,13241,04-11-2024
Tx000592,Ac00057,199,24-04-2023,Credit,Tucson,D000378,M079,Branch,27,Student,84,1,1196,04-11-2024
Tx000593,Ac00426,107,15-05-2023,Debit,Miami,D000628,M038,Branch,27,Student,73,1,1408,04-11-2024
Tx000594,Ac00039,140,06-03-2023,Debit,Fort Worth,D000222,M030,Atm,19,Student,263,3,272,04-11-2024
Tx000595,Ac00051,312,17-11-2023,Debit,Milwaukee,D000658,M033,Atm,49,Engineer,148,4,9419,04-11-2024
Tx000596,Ac00471,346,02-05-2023,Debit,Dallas,D000362,M007,Branch,41,Engineer,213,1,9552,04-11-2024
Tx000597,Ac00039,138,04-01-2023,Debit,Charlotte,D000188,M099,Branch,44,Engineer,159,1,1070,04-11-2024
Tx000598,Ac00274,158,25-07-2023,Debit,New York,D000032,M026,Atm,49,Engineer,120,1,9374,04-11-2024
Tx000599,Ac00095,830,20-09-2023,Credit,Chicago,D000559,M071,Online,66,Retired,96,1,4253,04-11-2024
Tx000600,Ac00211,436,21-07-2023,Debit,Oklahoma City,D000461,M008,Atm,55,Retired,112,1,6981,04-11-2024
Tx000601,Ac00184,110,15-05-2023,Debit,Raleigh,D000449,M068,Online,57,Doctor,48,1,10484,04-11-2024
Tx000602,Ac00436,329,31-10-2023,Debit,Denver,D000692,M017,Online,34,Doctor,68,1,9588,04-11-2024
Tx000603,Ac00107,635,25-12-2023,Debit,Denver,D000002,M018,Atm,47,Doctor,106,1,1238,04-11-2024
Tx000604,Ac00203,770,19-09-2023,Debit,San Diego,D000393,M058,Branch,22,Student,23,1,1245,04-11-2024
Tx000605,Ac00398,175,16-02-2023,Debit,Colorado Springs,D000379,M091,Branch,26,Student,169,1,1040,04-11-2024
Tx000606,Ac00312,7,04-09-2023,Debit,Las Vegas,D000060,M028,Branch,78,Retired,282,1,5758,04-11-2024
Tx000607,Ac00225,175,26-06-2023,Debit,Detroit,D000367,M090,Atm,27,Student,32,1,1713,04-11-2024
Tx000608,Ac00150,33,09-11-2023,Debit,Oklahoma City,D000008,M022,Online,25,Student,183,4,1545,04-11-2024
Tx000609,Ac00413,122,04-07-2023,Debit,Dallas,D000542,M032,Online,60,Doctor,119,1,13294,04-11-2024
Tx000610,Ac00479,56,08-09-2023,Debit,El Paso,D000431,M049,Atm,30,Doctor,102,1,8840,04-11-2024
Tx000611,Ac00078,425,13-09-2023,Credit,Miami,D000066,M032,Online,56,Retired,178,1,6240,04-11-2024
Tx000612,Ac00242,35,30-01-2023,Debit,Chicago,D000075,M029,Branch,32,Engineer,130,1,8459,04-11-2024
Tx000613,Ac00149,36,25-10-2023,Debit,Miami,D000693,M028,Branch,65,Doctor,87,1,9073,04-11-2024
Tx000614,Ac00084,3,12-06-2023,Debit,Fort Worth,D000389,M004,Atm,78,Retired,108,1,7561,04-11-2024
Tx000615,Ac00466,1342,19-01-2023,Credit,Fort Worth,D000643,M032,Branch,21,Student,235,1,694,04-11-2024
Tx000616,Ac00359,139,28-04-2023,Credit,Los Angeles,D000359,M076,Online,50,Engineer,81,1,2277,04-11-2024
Tx000617,Ac00023,255,30-08-2023,Credit,San Antonio,D000088,M064,Atm,28,Engineer,169,1,2791,04-11-2024
Tx000618,Ac00366,115,18-09-2023,Debit,Albuquerque,D000632,M011,Online,28,Engineer,139,1,9809,04-11-2024
Tx000619,Ac00170,171,05-05-2023,Debit,San Francisco,D000172,M084,Atm,57,Retired,171,1,6324,04-11-2024
Tx000620,Ac00130,169,15-05-2023,Debit,Oklahoma City,D000467,M064,Atm,70,Doctor,142,2,13406,04-11-2024
Tx000621,Ac00183,421,02-02-2023,Debit,Miami,D000329,M054,Branch,51,Retired,76,1,6582,04-11-2024
Tx000622,Ac00219,408,23-02-2023,Debit,Raleigh,D000669,M058,Branch,64,Retired,28,1,3141,04-11-2024
Tx000623,Ac00354,1162,01-03-2023,Credit,Detroit,D000153,M009,Online,30,Doctor,45,1,10357,04-11-2024
Tx000624,Ac00290,342,23-08-2023,Credit,New York,D000532,M033,Branch,21,Student,247,1,462,04-11-2024
Tx000625,Ac00425,581,14-12-2023,Debit,Philadelphia,D000203,M046,Atm,53,Engineer,95,1,5670,04-11-2024
Tx000626,Ac00370,822,20-09-2023,Credit,Atlanta,D000142,M044,Branch,79,Retired,36,1,4040,04-11-2024
Tx000627,Ac00454,253,22-08-2023,Debit,Atlanta,D000388,M077,Branch,20,Student,238,1,221,04-11-2024
Tx000628,Ac00403,23,14-06-2023,Debit,New York,D000065,M083,Online,62,Retired,75,1,3635,04-11-2024
Tx000629,Ac00358,267,29-05-2023,Credit,Boston,D000058,M026,Online,39,Engineer,96,1,7180,04-11-2024
Tx000630,Ac00296,375,03-07-2023,Credit,Mesa,D000056,M079,Online,75,Retired,37,1,1390,04-11-2024
Tx000631,Ac00393,339,29-08-2023,Credit,Boston,D000099,M084,Atm,78,Retired,70,1,5003,04-11-2024
Tx000632,Ac00223,810,03-02-2023,Debit,Columbus,D000393,M081,Atm,20,Student,67,1,9239,04-11-2024
Tx000633,Ac00487,10,17-01-2023,Debit,Memphis,D000054,M004,Atm,24,Student,86,1,666,04-11-2024
Tx000634,Ac00215,136,24-07-2023,Credit,Boston,D000225,M073,Branch,51,Doctor,116,1,11352,04-11-2024
Tx000635,Ac00275,340,14-06-2023,Debit,Detroit,D000196,M038,Atm,43,Engineer,37,1,7234,04-11-2024
Tx000636,Ac00482,283,27-10-2023,Debit,Colorado Springs,D000399,M039,Branch,27,Engineer,127,1,2050,04-11-2024
Tx000637,Ac00357,101,17-10-2023,Debit,New York,D000466,M078,Atm,68,Doctor,114,1,8865,04-11-2024
Tx000638,Ac00026,91,29-05-2023,Debit,Albuquerque,D000449,M071,Branch,18,Student,176,1,3908,04-11-2024
Tx000639,Ac00416,655,20-02-2023,Debit,Seattle,D000626,M083,Atm,26,Engineer,264,1,5587,04-11-2024
Tx000640,Ac00058,321,02-01-2023,Debit,Milwaukee,D000549,M041,Online,50,Engineer,118,1,439,04-11-2024
Tx000641,Ac00170,42,01-05-2023,Debit,Phoenix,D000688,M084,Online,28,Student,48,1,610,04-11-2024
Tx000642,Ac00262,72,04-10-2023,Credit,Jacksonville,D000420,M030,Branch,68,Retired,39,1,2394,04-11-2024
Tx000643,Ac00032,467,30-10-2023,Credit,Kansas City,D000025,M096,Branch,54,Retired,45,1,3915,04-11-2024
Tx000644,Ac00131,235,28-09-2023,Debit,Detroit,D000141,M038,Branch,28,Student,70,1,818,04-11-2024
Tx000645,Ac00176,159,26-09-2023,Debit,Seattle,D000446,M033,Branch,18,Student,100,1,304,04-11-2024
Tx000646,Ac00139,51,16-01-2023,Credit,Philadelphia,D000421,M076,Online,30,Doctor,48,1,9553,04-11-2024
Tx000647,Ac00056,57,18-12-2023,Credit,Houston,D000120,M062,Branch,59,Engineer,56,1,3035,04-11-2024
Tx000648,Ac00276,20,03-02-2023,Debit,Jacksonville,D000123,M003,Atm,43,Engineer,138,1,5515,04-11-2024
Tx000649,Ac00447,50,10-03-2023,Debit,San Antonio,D000565,M079,Branch,36,Doctor,84,1,1677,04-11-2024
Tx000650,Ac00143,74,27-03-2023,Debit,Los Angeles,D000405,M009,Branch,53,Retired,131,1,4056,04-11-2024
Tx000651,Ac00139,120,08-05-2023,Debit,San Diego,D000102,M017,Atm,33,Doctor,53,1,9900,04-11-2024
Tx000652,Ac00208,1241,14-03-2023,Debit,Miami,D000105,M089,Branch,18,Student,129,1,757,04-11-2024
Tx000653,Ac00426,117,21-11-2023,Debit,Raleigh,D000646,M038,Branch,43,Engineer,247,1,2621,04-11-2024
Tx000654,Ac00423,1919,31-08-2023,Debit,Portland,D000191,M033,Atm,30,Doctor,161,1,11090,04-11-2024
Tx000655,Ac00381,392,27-06-2023,Debit,Nashville,D000452,M032,Atm,64,Retired,79,1,2174,04-11-2024
Tx000656,Ac00458,156,19-06-2023,Credit,Virginia Beach,D000134,M059,Branch,46,Engineer,160,1,7854,04-11-2024
Tx000657,Ac00014,427,02-01-2023,Credit,Oklahoma City,D000629,M065,Branch,49,Engineer,163,1,8254,04-11-2024
Tx000658,Ac00071,444,31-07-2023,Debit,Tucson,D000400,M012,Atm,18,Student,137,1,874,04-11-2024
Tx000659,Ac00054,102,25-04-2023,Debit,Philadelphia,D000374,M071,Branch,31,Doctor,26,1,6043,04-11-2024
Tx000660,Ac00182,68,20-02-2023,Debit,Charlotte,D000498,M093,Branch,37,Engineer,107,1,2766,04-11-2024
Tx000661,Ac00257,326,17-08-2023,Debit,Denver,D000184,M025,Online,56,Engineer,179,1,8171,04-11-2024
Tx000662,Ac00006,159,06-12-2023,Debit,Sacramento,D000027,M087,Atm,33,Doctor,100,1,5401,04-11-2024
Tx000663,Ac00424,56,28-02-2023,Debit,Memphis,D000455,M003,Online,27,Student,142,1,3548,04-11-2024
Tx000664,Ac00131,288,19-06-2023,Debit,Portland,D000127,M087,Online,27,Student,36,1,161,04-11-2024
Tx000665,Ac00133,246,17-01-2023,Credit,Portland,D000097,M088,Branch,24,Student,107,1,752,04-11-2024
Tx000666,Ac00393,152,02-01-2023,Credit,Los Angeles,D000637,M093,Online,39,Engineer,176,4,2460,04-11-2024
Tx000667,Ac00361,114,07-08-2023,Credit,El Paso,D000264,M025,Branch,41,Engineer,21,1,469,04-11-2024
Tx000668,Ac00092,373,27-11-2023,Credit,Miami,D000090,M053,Online,61,Doctor,79,1,8442,04-11-2024
Tx000669,Ac00049,505,18-07-2023,Debit,Portland,D000129,M068,Online,60,Engineer,168,1,3806,04-11-2024
Tx000670,Ac00023,126,13-11-2023,Debit,Atlanta,D000094,M081,Atm,46,Engineer,77,4,6133,04-11-2024
Tx000671,Ac00323,820,04-05-2023,Debit,Kansas City,D000281,M093,Branch,47,Doctor,181,1,8803,04-11-2024
Tx000672,Ac00372,987,18-12-2023,Credit,Houston,D000093,M039,Online,68,Doctor,127,1,14882,04-11-2024
Tx000673,Ac00497,8,31-03-2023,Debit,Colorado Springs,D000425,M011,Atm,63,Retired,135,1,1106,04-11-2024
Tx000674,Ac00130,197,12-01-2023,Credit,Fresno,D000649,M007,Online,53,Retired,30,1,5005,04-11-2024
Tx000675,Ac00034,638,03-07-2023,Debit,New York,D000646,M066,Branch,58,Retired,90,1,7949,04-11-2024
Tx000676,Ac00286,14,23-10-2023,Debit,Seattle,D000584,M001,Atm,26,Student,65,1,260,04-11-2024
Tx000677,Ac00232,432,15-05-2023,Debit,San Francisco,D000264,M048,Atm,49,Engineer,240,1,2114,04-11-2024
Tx000678,Ac00182,375,20-03-2023,Debit,Fort Worth,D000226,M053,Atm,51,Engineer,66,2,5495,04-11-2024
Tx000679,Ac00136,643,08-06-2023,Debit,Fresno,D000269,M034,Branch,50,Doctor,94,1,8461,04-11-2024
Tx000680,Ac00101,78,17-02-2023,Credit,San Jose,D000476,M033,Online,52,Retired,292,1,6871,04-11-2024
Tx000681,Ac00328,140,21-11-2023,Debit,Memphis,D000516,M033,Branch,49,Engineer,201,1,5059,04-11-2024
Tx000682,Ac00356,500,16-01-2023,Debit,San Jose,D000100,M046,Branch,31,Engineer,296,1,8885,04-11-2024
Tx000683,Ac00312,10,02-08-2023,Debit,Albuquerque,D000494,M029,Online,24,Student,49,1,531,04-11-2024
Tx000684,Ac00242,121,17-01-2023,Debit,Raleigh,D000024,M087,Atm,23,Student,85,1,9380,04-11-2024
Tx000685,Ac00123,578,27-02-2023,Debit,Nashville,D000463,M032,Branch,59,Retired,180,1,6475,04-11-2024
Tx000686,Ac00071,119,16-10-2023,Debit,Mesa,D000597,M058,Branch,34,Engineer,22,5,319,04-11-2024
Tx000687,Ac00370,281,28-08-2023,Debit,Phoenix,D000320,M048,Online,41,Doctor,168,1,5299,04-11-2024
Tx000688,Ac00330,42,01-01-2024,Debit,Sacramento,D000068,M042,Online,21,Student,102,1,491,04-11-2024
Tx000689,Ac00218,77,01-06-2023,Debit,Fresno,D000681,M030,Atm,67,Doctor,259,1,11310,04-11-2024
Tx000690,Ac00437,23,19-06-2023,Debit,Seattle,D000048,M060,Atm,62,Retired,45,1,3989,04-11-2024
Tx000691,Ac00287,569,27-03-2023,Debit,Baltimore,D000221,M097,Atm,51,Retired,155,1,7484,04-11-2024
Tx000692,Ac00418,26,09-10-2023,Credit,San Jose,D000232,M003,Online,58,Retired,211,5,4815,04-11-2024
Tx000693,Ac00465,106,16-10-2023,Debit,Oklahoma City,D000532,M074,Branch,51,Engineer,207,1,5963,04-11-2024
Tx000694,Ac00011,733,07-08-2023,Debit,Virginia Beach,D000618,M032,Atm,52,Doctor,94,5,10427,04-11-2024
Tx000695,Ac00432,350,15-03-2023,Credit,Fresno,D000234,M052,Atm,21,Student,195,1,296,04-11-2024
Tx000696,Ac00240,1151,27-11-2023,Debit,Kansas City,D000208,M055,Atm,65,Doctor,105,1,1100,04-11-2024
Tx000697,Ac00497,184,25-08-2023,Debit,San Diego,D000187,M085,Online,19,Student,238,1,910,04-11-2024
Tx000698,Ac00026,278,26-06-2023,Debit,Tucson,D000141,M027,Branch,29,Doctor,123,1,6684,04-11-2024
Tx000699,Ac00277,470,10-04-2023,Debit,Austin,D000695,M091,Atm,40,Doctor,88,1,8524,04-11-2024
Tx000700,Ac00116,262,12-09-2023,Debit,Philadelphia,D000117,M042,Atm,53,Retired,84,1,5127,04-11-2024
Tx000701,Ac00367,365,27-11-2023,Debit,Virginia Beach,D000232,M003,Branch,22,Student,94,1,874,04-11-2024
Tx000702,Ac00030,211,06-03-2023,Debit,Miami,D000653,M070,Branch,57,Retired,136,1,7060,04-11-2024
Tx000703,Ac00111,21,14-09-2023,Debit,Denver,D000108,M050,Atm,58,Doctor,240,1,11991,04-11-2024
Tx000704,Ac00220,64,04-05-2023,Debit,Columbus,D000081,M093,Atm,18,Student,199,1,8086,04-11-2024
Tx000705,Ac00295,322,11-09-2023,Debit,San Antonio,D000554,M005,Atm,63,Doctor,167,1,12626,04-11-2024
Tx000706,Ac00137,12,24-07-2023,Debit,Jacksonville,D000577,M038,Branch,75,Retired,127,1,1730,04-11-2024
Tx000707,Ac00004,643,12-12-2023,Debit,Milwaukee,D000663,M025,Branch,44,Engineer,28,1,3143,04-11-2024
Tx000708,Ac00442,210,10-05-2023,Debit,Las Vegas,D000547,M011,Atm,27,Student,146,1,1242,04-11-2024
Tx000709,Ac00201,314,11-12-2023,Credit,Chicago,D000288,M017,Branch,55,Retired,173,1,1886,04-11-2024
Tx000710,Ac00462,100,30-01-2023,Debit,Sacramento,D000501,M039,Branch,26,Student,131,1,417,04-11-2024
Tx000711,Ac00390,115,07-08-2023,Debit,Denver,D000663,M075,Branch,53,Retired,113,1,5929,04-11-2024
Tx000712,Ac00297,34,25-07-2023,Debit,Milwaukee,D000116,M014,Online,23,Student,72,1,479,04-11-2024
Tx000713,Ac00173,499,21-08-2023,Credit,Oklahoma City,D000604,M032,Online,33,Doctor,32,1,5863,04-11-2024
Tx000714,Ac00382,99,30-01-2023,Debit,San Francisco,D000430,M047,Branch,27,Student,91,1,797,04-11-2024
Tx000715,Ac00175,2,04-09-2023,Debit,Washington,D000165,M014,Atm,65,Retired,147,1,7288,04-11-2024
Tx000716,Ac00035,79,20-10-2023,Credit,Jacksonville,D000118,M075,Online,59,Engineer,95,1,5625,04-11-2024
Tx000717,Ac00219,194,15-06-2023,Credit,Seattle,D000307,M059,Branch,39,Engineer,10,1,2988,04-11-2024
Tx000718,Ac00416,29,23-01-2023,Debit,Kansas City,D000384,M016,Atm,53,Engineer,185,1,2713,04-11-2024
Tx000719,Ac00467,106,31-10-2023,Debit,Colorado Springs,D000003,M026,Online,24,Student,88,1,1434,04-11-2024
Tx000720,Ac00465,737,16-06-2023,Debit,Miami,D000041,M006,Online,30,Doctor,34,1,7337,04-11-2024
Tx000721,Ac00102,238,20-03-2023,Debit,Philadelphia,D000274,M044,Atm,18,Student,210,1,476,04-11-2024
Tx000722,Ac00119,410,06-02-2023,Debit,Kansas City,D000618,M024,Branch,65,Doctor,89,1,11698,04-11-2024
Tx000723,Ac00418,76,26-07-2023,Credit,Fresno,D000597,M009,Online,21,Student,157,1,1034,04-11-2024
Tx000724,Ac00237,73,21-08-2023,Debit,Phoenix,D000413,M067,Atm,64,Doctor,15,1,12043,04-11-2024
Tx000725,Ac00279,39,01-05-2023,Debit,Columbus,D000241,M052,Online,26,Student,143,1,519,04-11-2024
Tx000726,Ac00067,1310,01-09-2023,Debit,San Francisco,D000251,M004,Atm,23,Student,139,1,1259,04-11-2024
Tx000727,Ac00043,729,06-03-2023,Debit,Los Angeles,D000443,M093,Atm,68,Doctor,90,1,9128,04-11-2024
Tx000728,Ac00012,137,14-11-2023,Debit,Fort Worth,D000159,M040,Atm,34,Engineer,50,1,4471,04-11-2024
Tx000729,Ac00244,505,26-07-2023,Debit,Detroit,D000009,M060,Online,29,Engineer,61,1,6215,04-11-2024
Tx000730,Ac00395,371,10-04-2023,Credit,Milwaukee,D000661,M097,Branch,24,Student,58,1,1187,04-11-2024
Tx000731,Ac00253,430,30-05-2023,Debit,Charlotte,D000096,M007,Online,36,Doctor,205,1,355,04-11-2024
